name	eff-length	est_frags
ENST00000611671.1	82.0	5.397068947688531e-18
ENST00000402698.6	1322.0	0.0
ENST00000453565.1	780.0	4.134046969950545e-10
ENST00000422351.5	1956.0	6.271210961872479e-19
ENST00000449766.5	603.0	0.0
ENST00000405006.8	6110.0	0.0
ENST00000403856.1	6739.0	8.048507164993515e-15
ENST00000578464.2	82.0	8.075916664799481e-10
ENST00000405000.6	6485.0	3.093796956955508e-14
ENST00000433596.1	958.0	8.429654165823715e-11
ENST00000398823.6	2703.0	1.2365334969666549e-08
ENST00000643284.1	2858.0	2.8183043155803044e-11
ENST00000645013.1	6986.0	7.083674082096793e-17
ENST00000580629.2	82.0	5.85810324640153e-13
ENST00000409486.6	1281.0	0.0
ENST00000378551.6	3677.0	1.328920215831071e-16
ENST00000260649.10	2789.0	7.70719668113815e-07
ENST00000409380.5	2224.0	5.118185405480925e-07
ENST00000409740.3	1218.0	1.2473992781245232e-06
ENST00000425263.5	5457.0	1.5967870038598787e-06
ENST00000426481.5	6073.0	1.347821279952497e-06
ENST00000541738.5	5849.0	1.4923318140366845e-06
ENST00000409411.5	4525.0	2.2620783500854617e-06
ENST00000409957.5	4503.0	2.2803852369411722e-06
ENST00000409936.5	5012.0	1.9405267945626474e-06
ENST00000444696.5	383.0	5.572316178673846e-06
ENST00000260648.10	3472.0	1.4891119245135695e-06
ENST00000409272.5	2830.0	2.071139214716538e-06
ENST00000410081.5	2880.0	1.868175002309519e-06
ENST00000378520.7	2108.0	2.362454684051417e-06
ENST00000378511.7	2115.0	2.267264730579593e-06
ENST00000420756.1	402.0	7.071981305734003e-07
ENST00000540817.1	360.0	1.0744967852279807e-07
ENST00000438314.1	460.0	1.7286842543147722e-07
ENST00000477410.1	311.0	7.353741319680616e-31
ENST00000430847.2	151.0	0.0
ENST00000454673.1	2026.0	1.2646713981300523e-30
ENST00000490133.5	2219.0	1.6478543226165252e-15
ENST00000460015.1	358.0	0.0
ENST00000415396.3	478.0	0.0
ENST00000465198.1	118.0	2.3307314793760047e-08
ENST00000238738.8	2775.0	1.6921334073569698e-06
ENST00000432183.5	514.0	2.679960296551449e-07
ENST00000489471.5	669.0	1.0034483532118594e-06
ENST00000482449.2	474.0	4.3804784251380546e-07
ENST00000473428.1	557.0	1.4522516622575976e-06
ENST00000494370.1	489.0	4.045006279526065e-07
ENST00000489448.1	360.0	3.5177303274569546e-11
ENST00000281382.10	1172.0	3.1856735098057695e-07
ENST00000482786.5	655.0	5.134951469005103e-11
ENST00000420164.5	386.0	8.714128077144596e-11
ENST00000306465.8	861.0	3.906276273697435e-11
ENST00000479311.1	1388.0	5.429964772513447e-24
ENST00000429761.1	1635.0	8.442883440076004e-26
ENST00000444761.6	3969.0	5.218869415592519e-07
ENST00000409105.5	4010.0	5.530016541256487e-07
ENST00000409913.5	3775.0	5.601823703855124e-07
ENST00000319466.8	3982.0	5.784784637828608e-07
ENST00000409800.5	3755.0	5.644236414920425e-07
ENST00000493804.1	607.0	4.298683088296099e-07
ENST00000409207.5	913.0	3.8410908675024306e-07
ENST00000470873.1	352.0	1.1077555075827448e-07
ENST00000409973.5	621.0	2.1044785542488643e-07
ENST00000409147.1	471.0	7.929532458759686e-08
ENST00000409218.5	448.0	1.9063204207984215e-07
ENST00000412438.5	388.0	2.2836616658186506e-07
ENST00000434262.1	176.0	2.586409203224139e-07
ENST00000477791.5	465.0	2.725954824559752e-07
ENST00000479225.1	368.0	2.4417614861612775e-07
ENST00000417180.1	365.0	1.0619454021407946e-07
ENST00000487121.1	427.0	8.863839312467138e-08
ENST00000482532.5	1691.0	1.6022944528364807e-14
ENST00000474691.1	514.0	0.0
ENST00000622819.1	62.0	2.8888826822074865e-13
ENST00000644092.1	5143.0	1.778583212885024e-11
ENST00000607272.2	2019.0	1.4092323155354634e-34
ENST00000465204.5	2958.0	1.0548269052940408e-31
ENST00000447571.5	1608.0	5.6366774072978254e-18
ENST00000340553.7	5208.0	0.0
ENST00000602369.3	1903.0	1.051703185617942e-13
ENST00000458482.2	298.0	9.280832354223156e-29
ENST00000294954.11	2844.0	0.0
ENST00000416023.1	94.0	0.0
ENST00000635306.1	1229.0	1.9961739042244778e-18
ENST00000635164.1	3121.0	0.0
ENST00000638060.1	5.0	0.0
ENST00000378256.3	1675.0	0.0
ENST00000406053.5	2448.0	7.631469507653606e-27
ENST00000263634.7	2014.0	0.0
ENST00000488687.5	2873.0	1.722508822395347e-16
ENST00000491538.1	422.0	0.0
ENST00000333896.5	8875.0	0.0
ENST00000493997.1	6120.0	8.905411434740645e-14
ENST00000366153.2	716.0	1.4592920857069615e-15
ENST00000446660.5	665.0	0.0
ENST00000563365.1	1954.0	5.874369286480936e-32
ENST00000366287.4	910.0	4.4458512652014556e-13
ENST00000594078.1	583.0	1.76560320650086e-17
ENST00000627989.2	165.0	0.0
ENST00000628537.2	9.0	0.0
ENST00000629546.2	458.0	2.2474746523114477e-17
ENST00000629788.1	491.0	1.8466024093133375e-17
ENST00000625841.1	318.0	1.247978958461358e-07
ENST00000336838.10	9305.0	6.263104154537508e-08
ENST00000263630.13	9499.0	6.547383244205708e-08
ENST00000643413.1	8681.0	6.765454798407776e-08
ENST00000642200.1	6758.0	7.712655579227355e-08
ENST00000413716.7	9345.0	5.804508509008365e-08
ENST00000436346.6	9577.0	6.066547644870378e-08
ENST00000647547.1	843.0	8.99621767266682e-08
ENST00000643375.1	5942.0	8.203484904244765e-08
ENST00000644512.1	5971.0	7.45368949329053e-08
ENST00000647401.1	8447.0	6.490946422034279e-08
ENST00000412148.6	2774.0	1.468845256871161e-07
ENST00000444458.5	4036.0	3.444732859241344e-08
ENST00000646285.1	6817.0	6.428152138608977e-08
ENST00000647396.1	6293.0	7.688186101794516e-08
ENST00000644809.1	4086.0	1.6451702293777048e-08
ENST00000642563.1	6201.0	5.1974203553329376e-08
ENST00000643265.1	7487.0	3.732809835604459e-08
ENST00000645969.1	4225.0	3.2810398178441435e-08
ENST00000644415.1	3016.0	2.255149486566764e-08
ENST00000645311.1	6914.0	6.917761579564205e-08
ENST00000646796.1	6178.0	6.510176458995318e-08
ENST00000643873.1	3160.0	5.713571886826988e-08
ENST00000643103.1	1808.0	3.873959673661565e-08
ENST00000647291.1	2471.0	5.858892613262835e-08
ENST00000644456.1	2962.0	1.124102053821447e-08
ENST00000645450.1	1839.0	3.80401855394806e-08
ENST00000645860.1	3951.0	9.689337907330605e-08
ENST00000644825.1	790.0	9.692162680754944e-08
ENST00000426576.6	4920.0	7.548891550196482e-08
ENST00000643440.1	687.0	1.1370955230838485e-07
ENST00000456975.1	2008.0	1.9165634543092803e-07
ENST00000645571.1	5299.0	7.730476065903418e-08
ENST00000645477.1	5393.0	7.578831860355591e-08
ENST00000645072.1	5423.0	7.531664247024138e-08
ENST00000645485.1	3664.0	7.042251235015278e-08
ENST00000644390.1	2512.0	5.544079654398118e-19
ENST00000474059.2	381.0	2.577005562484237e-07
ENST00000643634.1	2436.0	7.248693362206952e-08
ENST00000642328.1	592.0	6.140957785787787e-08
ENST00000468534.2	1874.0	3.7280149673293445e-08
ENST00000644890.1	3396.0	3.2416415546620994e-08
ENST00000645342.1	3346.0	2.0238009343459663e-08
ENST00000621814.4	2889.0	3.620520039755827e-08
ENST00000644630.1	2771.0	3.782957304776053e-08
ENST00000646324.1	1731.0	1.9533461550817226e-08
ENST00000647098.1	1979.0	1.763462317583071e-08
ENST00000642890.1	1675.0	2.0214965410274412e-08
ENST00000647517.1	2116.0	1.5865900289865013e-08
ENST00000645031.1	1756.0	3.996918351225327e-08
ENST00000645484.1	1897.0	1.776326054733472e-08
ENST00000644033.1	1938.0	3.596584594674878e-08
ENST00000645529.1	1656.0	2.045423437289779e-08
ENST00000644193.1	1532.0	2.21827087309745e-08
ENST00000645168.1	918.0	3.810676964604467e-08
ENST00000642266.1	1577.0	4.248274018763491e-17
ENST00000647341.1	1237.0	5.851061676150228e-08
ENST00000430086.1	382.0	1.0073690704434473e-07
ENST00000644127.1	1386.0	5.164654784177482e-08
ENST00000644157.1	1070.0	3.236277231032753e-08
ENST00000471947.2	3507.0	9.450821744190411e-09
ENST00000642514.1	1829.0	0.0
ENST00000642784.1	1070.0	3.236277231032753e-08
ENST00000611717.4	5043.0	6.029265401534447e-22
ENST00000447944.6	4211.0	8.262190038126772e-09
ENST00000415374.5	3108.0	1.0340650325187148e-08
ENST00000260604.8	3396.0	1.4572010348870978e-16
ENST00000481066.1	1081.0	9.527665370782762e-11
ENST00000429805.1	383.0	0.0
ENST00000497698.1	404.0	0.0
ENST00000390866.1	4.0	0.0
ENST00000435505.6	2246.0	3.07456126130397e-08
ENST00000417641.6	2181.0	3.171755857983356e-08
ENST00000412104.6	1716.0	4.0974631458269924e-08
ENST00000340157.8	1688.0	4.170669705293795e-08
ENST00000432057.2	1670.0	4.2191185408572946e-08
ENST00000440705.6	1476.0	4.822455376857719e-08
ENST00000403295.7	1376.0	6.83605068732796e-07
ENST00000233741.8	1483.0	7.334449659092854e-07
ENST00000402135.7	1498.0	6.649493897226655e-07
ENST00000403676.5	649.0	7.516781029765112e-07
ENST00000449070.5	764.0	9.460291384649501e-07
ENST00000446381.5	287.0	8.593015435283666e-07
ENST00000470506.1	533.0	5.513195618105279e-11
ENST00000427708.6	664.0	9.74663249449176e-07
ENST00000417361.1	345.0	3.499319755260457e-07
ENST00000481670.2	322.0	3.628400107962409e-07
ENST00000434096.1	1541.0	0.0
ENST00000412409.3	507.0	0.0
ENST00000642180.1	5803.0	0.0
ENST00000643716.1	4674.0	2.571596012094585e-09
ENST00000412217.1	5874.0	4.599926143322849e-15
ENST00000295025.12	11055.0	2.750392168258122e-22
ENST00000394479.3	2198.0	7.829392144079527e-20
ENST00000642725.1	1956.0	6.302300517516674e-19
ENST00000602599.1	6166.0	0.0
ENST00000295030.5	4270.0	1.5350136076782988e-13
ENST00000482513.5	2440.0	2.9977158282249566e-15
ENST00000453186.5	4272.0	9.386577285158705e-13
ENST00000402291.5	4316.0	9.290881618592442e-13
ENST00000453873.5	4094.0	9.794690205474296e-13
ENST00000612149.1	4002.0	1.0019852927944805e-12
ENST00000417691.1	692.0	1.1641907527256481e-10
ENST00000394457.7	6374.0	0.0
ENST00000444364.2	111.0	3.985440724016583e-19
ENST00000461407.5	2476.0	1.9999905344341214e-16
ENST00000489954.1	383.0	2.1579882592867123e-20
ENST00000451765.5	443.0	0.0
ENST00000436018.1	118.0	0.0
ENST00000440214.1	159.0	8.856448914525141e-17
ENST00000456262.5	3379.0	2.3896284182327503e-11
ENST00000418113.5	3827.0	2.109891611528377e-11
ENST00000404929.5	3562.0	2.2668537655749573e-11
ENST00000405894.3	3484.0	2.31762093632935e-11
ENST00000612715.1	1834.0	0.0
ENST00000461540.2	438.0	0.0
ENST00000335390.5	1597.0	3.10640025369821e-16
ENST00000405015.7	3908.0	2.3237271598666766e-07
ENST00000413434.5	333.0	2.481077314089713e-07
ENST00000426940.5	386.0	2.6291487475988164e-07
ENST00000449820.5	339.0	4.6754109760893063e-07
ENST00000427809.5	381.0	2.144874182045264e-07
ENST00000405482.5	1111.0	4.1345172072416646e-07
ENST00000472809.5	1174.0	7.95625973414207e-08
ENST00000494958.1	927.0	2.7351417330587494e-07
ENST00000431489.5	4876.0	2.2684641223445647e-07
ENST00000263991.9	4965.0	2.2171542539244977e-07
ENST00000405289.5	3391.0	2.5433220394713104e-07
ENST00000462441.1	132.0	0.0
ENST00000469591.1	686.0	1.1022903108304709e-07
ENST00000444311.1	260.0	1.5884486418027884e-07
ENST00000454124.1	129.0	3.480986314185967e-07
ENST00000422032.1	469.0	3.0171127537320874e-07
ENST00000496857.5	1062.0	2.0339376835682817e-07
ENST00000491965.1	384.0	2.3141099554116852e-07
ENST00000471179.1	388.0	2.2593152601423462e-07
ENST00000516627.1	5.0	0.0
ENST00000452397.1	52.0	8.997299257346428e-07
ENST00000428700.1	112.0	0.0
ENST00000272321.11	3192.0	1.3222668630601319e-08
ENST00000409562.7	3344.0	5.970185580236484e-14
ENST00000409835.5	2077.0	0.0
ENST00000431065.1	582.0	8.133992781925752e-08
ENST00000485781.5	693.0	3.958392977768782e-05
ENST00000233114.12	1450.0	3.557638720735054e-05
ENST00000409908.5	500.0	2.3748246708460048e-05
ENST00000442225.5	585.0	1.7486583058925416e-06
ENST00000409476.5	608.0	2.5720205944193757e-05
ENST00000485155.1	371.0	4.3334667504160473e-07
ENST00000436321.5	480.0	3.827013192488964e-05
ENST00000454035.5	375.0	2.11978695115406e-05
ENST00000472098.5	736.0	2.605853540370026e-06
ENST00000432309.5	644.0	4.101490322760071e-05
ENST00000539945.5	1243.0	3.1708073519458346e-05
ENST00000544381.3	1146.0	2.1738740476367926e-05
ENST00000421012.1	373.0	3.259876757166924e-05
ENST00000484538.1	710.0	1.1270515860466467e-07
ENST00000495083.1	352.0	1.417153540053898e-05
ENST00000449995.1	1134.0	1.6950904774577695e-16
ENST00000419038.2	568.0	2.5056659902757164e-17
ENST00000393996.2	578.0	3.3670295347203735e-19
ENST00000416539.1	734.0	2.7678643700498727e-13
ENST00000497883.5	405.0	0.0
ENST00000448204.1	89.0	0.0
ENST00000441630.1	523.0	7.91113433573431e-15
ENST00000445738.5	1186.0	0.0
ENST00000449259.1	2728.0	1.8716935608941167e-16
ENST00000493121.5	566.0	1.7092919272053775e-06
ENST00000471551.5	261.0	4.347375858398381e-06
ENST00000531327.5	1017.0	4.383426588806386e-06
ENST00000234256.3	4361.0	2.5849270854478872e-06
ENST00000480594.1	5589.0	1.605612543104028e-06
ENST00000377990.6	5647.0	7.070770773170128e-14
ENST00000260569.4	5143.0	7.763680721878895e-14
ENST00000420724.1	1456.0	4.9011850193419544e-08
ENST00000432410.5	28.0	0.0
ENST00000462772.2	5487.0	0.0
ENST00000479484.1	421.0	0.0
ENST00000295121.10	2426.0	1.2213724708907873e-11
ENST00000377957.3	5466.0	4.631462289620761e-11
ENST00000303795.8	3647.0	0.0
ENST00000409202.7	2745.0	0.0
ENST00000295379.1	1384.0	0.0
ENST00000357308.8	8503.0	2.359677266834252e-14
ENST00000361060.5	8432.0	2.3795444000372932e-14
ENST00000606389.5	8764.0	9.111973216187185e-14
ENST00000406297.7	4299.0	1.4105896358716183e-10
ENST00000282570.3	3991.0	1.1404911676035585e-08
ENST00000628308.2	796.0	6.216902914130522e-16
ENST00000629084.2	561.0	0.0
ENST00000626370.2	584.0	0.0
ENST00000627327.2	1057.0	0.0
ENST00000630975.2	731.0	0.0
ENST00000613944.3	651.0	3.0754392154862905e-13
ENST00000627398.2	722.0	0.0
ENST00000630759.2	691.0	0.0
ENST00000626440.2	261.0	3.867399439654301e-24
ENST00000628455.2	161.0	5.6323523177203625e-27
ENST00000416395.5	2251.0	2.4748313688391652e-23
ENST00000625955.2	711.0	1.274792956296011e-17
ENST00000366234.7	684.0	1.3251136388546772e-17
ENST00000627019.1	23.0	0.0
ENST00000458698.6	1693.0	3.3651158338593014e-13
ENST00000604346.5	536.0	2.5096713161676957e-15
ENST00000439670.6	1980.0	1.0082980988893087e-13
ENST00000442040.5	911.0	2.1914717306490824e-13
ENST00000601395.1	414.0	1.5667690664703158e-32
ENST00000628757.2	423.0	1.9143125361043628e-10
ENST00000583069.2	60.0	3.2583584395334375e-12
ENST00000417865.5	376.0	0.0
ENST00000414812.5	757.0	3.6404458320087015e-19
ENST00000433351.6	5145.0	3.255235305870205e-13
ENST00000445399.5	612.0	0.0
ENST00000264436.8	9067.0	3.6114145232113996e-09
ENST00000447764.1	70.0	4.114573971343108e-09
ENST00000606025.5	3970.0	6.805727872398612e-15
ENST00000412558.1	136.0	5.162447727043081e-31
ENST00000418807.7	2143.0	6.927093856234266e-16
ENST00000490998.5	2283.0	2.679553287422676e-16
ENST00000468601.1	241.0	0.0
ENST00000498451.2	1868.0	3.740841023103567e-08
ENST00000468427.1	283.0	0.0
ENST00000494621.5	671.0	0.0
ENST00000409544.5	6621.0	0.0
ENST00000409366.5	6406.0	0.0
ENST00000474509.1	374.0	0.0
ENST00000461519.1	367.0	0.0
ENST00000495208.5	608.0	0.0
ENST00000450185.5	2775.0	1.440656503666841e-13
ENST00000479293.5	1608.0	2.8768480383607136e-29
ENST00000475630.5	222.0	5.421772693779988e-18
ENST00000398468.3	2549.0	1.1987572083963605e-21
ENST00000258091.9	1716.0	0.0
ENST00000480489.5	327.0	0.0
ENST00000545030.1	2172.0	0.0
ENST00000620466.4	6520.0	1.0900911291737515e-21
ENST00000443070.5	1975.0	2.8059632017264835e-13
ENST00000484655.1	2782.0	1.668671106507428e-29
ENST00000396049.4	4685.0	6.522268744326879e-22
ENST00000463975.1	1599.0	9.228719301465166e-13
ENST00000394053.6	4256.0	1.1685121458936898e-16
ENST00000483195.5	6376.0	1.9286220556510368e-19
ENST00000346834.8	6033.0	5.039878239671509e-22
ENST00000480696.1	514.0	2.390509311311192e-18
ENST00000416630.1	384.0	0.0
ENST00000418990.1	324.0	0.0
ENST00000517883.2	6833.0	4.767516223852348e-11
ENST00000290390.9	2027.0	1.6585917968962374e-08
ENST00000640371.1	698.0	5.1242702281613e-08
ENST00000465134.5	1662.0	4.4488219320818825e-14
ENST00000468778.5	2156.0	3.429472118797998e-14
ENST00000233331.11	1061.0	3.7541139697564143e-07
ENST00000431187.5	359.0	1.3875454652924745e-06
ENST00000494986.5	415.0	8.177968929161471e-07
ENST00000409917.5	596.0	4.81824027999501e-07
ENST00000471577.5	618.0	4.132477979707031e-07
ENST00000473618.5	579.0	4.519630690667868e-07
ENST00000409493.3	423.0	5.879406159857113e-07
ENST00000469849.1	489.0	1.712052451439358e-07
ENST00000455562.1	417.0	5.232776919261853e-07
ENST00000452361.5	1840.0	1.4627851904954352e-07
ENST00000441673.2	1468.0	1.8593823464557705e-07
ENST00000393965.7	3206.0	1.5563533569920894e-08
ENST00000290418.4	2635.0	1.1294992087678266e-14
ENST00000486335.1	366.0	0.0
ENST00000497232.5	471.0	0.0
ENST00000233623.9	3035.0	4.152535598487046e-19
ENST00000496911.1	637.0	1.1632686919390254e-28
ENST00000463900.5	1445.0	0.0
ENST00000484881.5	540.0	0.0
ENST00000393937.6	2198.0	0.0
ENST00000413469.1	801.0	0.0
ENST00000484369.1	562.0	0.0
ENST00000611975.4	5807.0	4.9090790412387545e-15
ENST00000418001.1	563.0	2.920883310943012e-13
ENST00000577717.1	5.0	0.0
ENST00000410010.1	496.0	0.0
ENST00000470197.5	3448.0	0.0
ENST00000442309.5	442.0	0.0
ENST00000603612.1	699.0	5.118333447358936e-08
ENST00000409471.1	375.0	0.0
ENST00000469052.1	379.0	0.0
ENST00000444841.5	1510.0	0.0
ENST00000377435.8	1505.0	0.0
ENST00000447469.5	296.0	0.0
ENST00000265882.5	508.0	1.6214951964061426e-10
ENST00000452811.1	565.0	0.0
ENST00000428871.1	1520.0	0.0
ENST00000419540.1	934.0	0.0
ENST00000484365.1	1565.0	8.653436501950631e-10
ENST00000398295.3	765.0	4.186661663322247e-12
ENST00000479944.5	3695.0	2.2056297652882546e-11
ENST00000409785.8	7368.0	3.077224944121099e-14
ENST00000494519.1	337.0	5.452359001597517e-13
ENST00000282120.6	6219.0	1.1321432137543385e-07
ENST00000377386.7	6289.0	9.74721403052195e-08
ENST00000398263.6	5938.0	8.209750088702424e-08
ENST00000409232.7	2035.0	1.8850899348000779e-07
ENST00000409015.5	2076.0	2.096849651724139e-07
ENST00000444342.2	1661.0	1.776144166572071e-07
ENST00000446464.7	4561.0	1.0850000262533147e-16
ENST00000393852.8	2132.0	0.0
ENST00000488150.1	1883.0	1.0602439104374387e-13
ENST00000619959.1	99.0	0.0
ENST00000306434.7	2619.0	8.195510425063387e-06
ENST00000465151.5	383.0	9.60340833164091e-07
ENST00000469221.5	491.0	3.1727147786447574e-06
ENST00000481412.5	1238.0	5.427992042305085e-06
ENST00000409017.1	1727.0	3.513119891354111e-06
ENST00000490878.1	365.0	1.825365642065717e-06
ENST00000233838.8	7369.0	8.747201062441724e-08
ENST00000482662.1	520.0	7.133605219704901e-08
ENST00000421496.5	340.0	0.0
ENST00000306353.7	1284.0	0.0
ENST00000422458.6	603.0	0.0
ENST00000491659.5	448.0	3.268556791088595e-08
ENST00000459775.5	1948.0	9.953991999778898e-07
ENST00000474572.6	93.0	1.6275356892891877e-21
ENST00000448971.5	410.0	1.5435563310675842e-07
ENST00000613444.4	1961.0	1.0910118253737196e-06
ENST00000450066.6	1886.0	1.045694992033137e-06
ENST00000442708.5	361.0	2.0028422235212763e-30
ENST00000465282.5	368.0	1.1181925074868418e-21
ENST00000409025.5	1746.0	1.115337871134597e-06
ENST00000455732.5	423.0	3.1704852578742056e-16
ENST00000409470.5	1834.0	1.209850467235393e-06
ENST00000323701.10	1977.0	1.2428278080228899e-06
ENST00000458268.5	551.0	2.5148363645909104e-07
ENST00000409766.7	1833.0	1.0923683281801605e-06
ENST00000493829.5	1460.0	1.084907867749236e-06
ENST00000467885.6	138.0	9.545855116174421e-07
ENST00000490193.5	828.0	1.469419257993104e-06
ENST00000481409.1	247.0	1.9538379081748526e-15
ENST00000496047.5	354.0	4.808799894935735e-10
ENST00000465514.1	460.0	2.677092005555368e-07
ENST00000409734.3	1522.0	1.3576987299092425e-07
ENST00000478626.1	205.0	8.612343049335007e-08
ENST00000409383.5	1667.0	0.0
ENST00000443948.1	795.0	2.5055714905538293e-13
ENST00000366278.2	1511.0	2.9505356698556156e-09
ENST00000639867.1	5980.0	8.295854853722656e-17
ENST00000640712.1	4398.0	7.506157886984595e-09
ENST00000640763.1	4394.0	1.1262369412347381e-16
ENST00000639472.1	2862.0	2.633400106306312e-24
ENST00000639743.1	5718.0	1.164451123038749e-08
ENST00000640453.1	3522.0	1.4085523007232467e-16
ENST00000639074.1	4278.0	1.1567682828968407e-16
ENST00000640982.1	2265.0	0.0
ENST00000638484.1	2422.0	0.0
ENST00000455892.1	330.0	0.0
ENST00000263857.10	12549.0	2.3018983749535177e-07
ENST00000409681.1	6254.0	2.352743615761433e-07
ENST00000471427.1	90.0	2.6441977524706608e-08
ENST00000496892.5	346.0	1.1302299699258306e-07
ENST00000492034.1	388.0	2.2838847277788413e-07
ENST00000462078.1	269.0	3.493585389269958e-10
ENST00000483538.1	393.0	9.7490001147244e-08
ENST00000486964.5	1227.0	1.704367514814762e-07
ENST00000424089.5	376.0	1.6110007583150856e-08
ENST00000409024.3	360.0	1.50746570533879e-12
ENST00000488801.5	368.0	8.653558957470066e-13
ENST00000490238.5	499.0	0.0
ENST00000646181.1	3128.0	0.0
ENST00000473407.5	376.0	0.0
ENST00000472030.1	4360.0	1.1350195228888309e-16
ENST00000358778.4	457.0	1.0855407467472529e-15
ENST00000409776.6	6492.0	2.098193214528825e-08
ENST00000398193.8	5225.0	2.6333496033710575e-08
ENST00000559485.2	5047.0	2.731157683313133e-08
ENST00000641458.1	5071.0	2.7175496118747828e-08
ENST00000428128.1	3279.0	4.3153552692179125e-08
ENST00000478636.5	1881.0	0.0
ENST00000646386.1	372.0	0.0
ENST00000645257.1	666.0	0.0
ENST00000645138.1	428.0	0.0
ENST00000398146.3	6731.0	2.020694985949977e-08
ENST00000638730.1	5106.0	2.6979450112803898e-08
ENST00000494592.1	406.0	9.417581749633205e-08
ENST00000584268.1	4.0	0.0
ENST00000496165.1	164.0	0.0
ENST00000428390.2	2604.0	7.689304510514169e-14
ENST00000421951.5	1699.0	1.991600146600632e-08
ENST00000622311.4	5198.0	9.557106233267354e-08
ENST00000427055.1	191.0	4.358980858677774e-08
ENST00000393515.7	1537.0	1.0005563032869565e-07
ENST00000443770.1	303.0	1.3216755505613088e-07
ENST00000575193.1	1045.0	3.318592063535824e-08
ENST00000454490.1	1910.0	2.3295109379999154e-07
ENST00000496168.1	332.0	1.1863087833737842e-07
ENST00000464162.1	180.0	1.646676666320048e-10
ENST00000495489.1	198.0	3.70932354626667e-13
ENST00000493819.1	209.0	3.5140958706058693e-13
ENST00000518834.1	151.0	0.0
ENST00000480492.1	198.0	1.496930995371273e-10
ENST00000521705.1	147.0	3.272156194042491e-07
ENST00000490686.1	178.0	4.12609920113017e-13
ENST00000518305.1	143.0	0.0
ENST00000517443.1	49.0	0.0
ENST00000612131.1	6.0	0.0
ENST00000635891.1	177.0	0.0
ENST00000390265.2	240.0	0.0
ENST00000611391.1	176.0	2.58640713025187e-07
ENST00000377032.5	171.0	1.733372638373132e-10
ENST00000578059.2	31.0	1.4261772542909914e-17
ENST00000631132.1	1763.0	0.0
ENST00000416118.1	50.0	4.70313608535411e-15
ENST00000618617.1	1106.0	0.0
ENST00000582835.1	3129.0	0.0
ENST00000482821.5	3480.0	0.0
ENST00000496060.1	5393.0	7.436422027866287e-13
ENST00000617923.4	3685.0	9.68294340456786e-11
ENST00000611463.1	3537.0	7.804551393855125e-11
ENST00000317620.13	4528.0	2.7090301769905315e-19
ENST00000317668.8	3624.0	8.390062201958972e-22
ENST00000487138.5	4255.0	7.145848214978176e-22
ENST00000431567.5	3567.0	3.4388810320759917e-19
ENST00000609975.1	1394.0	0.0
ENST00000272395.2	1482.0	0.0
ENST00000456556.5	5228.0	1.4416203336359344e-24
ENST00000488721.5	2540.0	3.858900744630771e-08
ENST00000531153.5	2611.0	2.8865534677321584e-24
ENST00000534304.5	2101.0	3.587239935387275e-24
ENST00000295246.6	2072.0	3.6374474441354566e-24
ENST00000479456.1	2749.0	2.8134464576602903e-34
ENST00000495687.1	74.0	0.0
ENST00000258439.7	6066.0	5.418610562039833e-09
ENST00000272402.2	3388.0	8.974549066798047e-22
ENST00000429650.1	2437.0	8.575515755157327e-14
ENST00000480615.1	1446.0	1.384088050155695e-13
ENST00000240423.8	2563.0	0.0
ENST00000476534.1	2475.0	4.878890497054346e-09
ENST00000488907.5	563.0	1.843039838727605e-12
ENST00000451819.5	493.0	0.0
ENST00000505256.6	3319.0	1.1019433375322286e-15
ENST00000480869.1	369.0	0.0
ENST00000377060.7	3108.0	1.1327823719521772e-07
ENST00000305510.3	3247.0	1.0764109846453307e-07
ENST00000465224.5	2407.0	1.332787809614088e-07
ENST00000494595.1	200.0	5.983057456811649e-08
ENST00000480035.1	196.0	4.839683363214615e-07
ENST00000467747.1	3171.0	2.861213024906844e-18
ENST00000520074.1	374.0	5.652745752685306e-13
ENST00000548393.2	81.0	6.686548199973814e-14
ENST00000461153.6	5902.0	2.0783613421571434e-19
ENST00000420699.6	6069.0	2.0211713035774108e-19
ENST00000620383.1	1684.0	4.908013677593713e-21
ENST00000639751.1	2890.0	4.2444597375146016e-19
ENST00000421946.2	4001.0	8.284675796029108e-09
ENST00000494336.1	962.0	1.5432395206510076e-15
ENST00000613749.4	2630.0	0.0
ENST00000618066.1	524.0	0.0
ENST00000613976.1	111.0	0.0
ENST00000596026.5	337.0	0.0
ENST00000616716.4	343.0	0.0
ENST00000618807.1	588.0	0.0
ENST00000359901.8	4097.0	7.421426756147969e-22
ENST00000488634.2	1147.0	1.294329919882015e-15
ENST00000258459.11	5786.0	1.750643586626365e-08
ENST00000438709.6	5867.0	1.7256336030997863e-08
ENST00000615794.1	59.0	8.479333320265667e-25
ENST00000491989.1	411.0	0.0
ENST00000494306.1	538.0	6.867325905757357e-08
ENST00000451664.1	951.0	0.0
ENST00000608777.5	747.0	4.1807628074343e-31
ENST00000609004.1	831.0	1.4761117498731943e-18
ENST00000628992.2	475.0	6.4011758778818125e-21
ENST00000599959.5	542.0	5.609886608844751e-21
ENST00000594273.5	417.0	7.29150729494932e-21
ENST00000627137.2	614.0	9.904099485322096e-21
ENST00000445382.6	600.0	1.0130830956684112e-20
ENST00000409016.8	9796.0	1.7086295026543685e-07
ENST00000409851.7	3165.0	4.673375712407819e-07
ENST00000409463.5	1365.0	2.692071177122895e-07
